res,expres,CODE,EDID,DTD,CVT,RB,DATE,DMTID,STDID,CVTID,VIC,HVIC,AR,HTOT,HRES,HSPD,HSPW,HSPP,SCAN,VRAT,VTOT,VRES,VSPD,VSPW,VSPP,PCLK,|,780C,780C,780C,780D 780E,780D 780E,780D 780E,780C 780D 780E,HDBASETIN1,HDMIIN1,HDMIIN2,HDMIINRX,VGAIN1,HDBASETOUT1,HDMIOUT1
1920x1200@50_CVR,Null,CVR1950D,CVR1950D,1,0,0,Null,Null,Null,Null,0,Null,Null,2080,1920,48,32,+,prog,49.98,1229,1200,3,6,-,127.75,|,x,x,x,x,x,x,,,,,,,,
1920x1200@50_CVT,Null,*CVT1950D,CVT1950D,1,0,0,Null,Null,Null,Null,0,Null,Null,2560,1920,120,200,-,prog,49.93,1238,1200,3,6,+,158.25,|,x,x,x,x,x,x,,,,,,,,
1920x1200@60_CVR,Null,CVR1960D,CVR1960D,1,1,1,08/21/03,44,Null,572821,0,Null,Null,2080,1920,48,32,+,prog,59.95,1235,1200,3,6,-,154,|,x,x,x,x,x,x,,x,x,x,x,x,x,x
1920x1200@60_CVT,Null,*CVT1960D,CVT1960D,1,1,0,08/21/03,45,D100,572828,0,Null,Null,2592,1920,136,200,-,prog,59.89,1245,1200,3,6,+,193.25,|,,x,x,,x,x,,,,,,,,
1920x1200@75_CVT,Null,*CVT1975D,CVT1975D,1,1,0,08/21/03,46,D10F,572844,0,Null,Null,2608,1920,136,208,-,prog,74.93,1255,1200,3,6,+,245.25,|,,x,x,,x,x,,,,,,,,
1920x1200@85_CVT,Null,*CVT1985D,CVT1985D,1,1,0,08/21/03,47,D119,572862,0,Null,Null,2624,1920,144,208,-,prog,84.93,1262,1200,3,6,+,281.25,|,,x,x,,x,x,,,,,,,,
1920x1200@120_CVR,Null,Null,Null,1,2,1,2005/1/7,48,Null,Null,0,Null,Null,2080,1920,48,32,+,prog,119.91,1271,1200,3,6,-,317,|,,,,,x,x,,,,,,,,
1920x1440@50_CVT,Null,*CVT1950,CVT1950,1,0,0,Null,Null,Null,Null,0,Null,Null,2592,1920,136,200,-,prog,49.98,1484,1440,3,4,+,192.25,|,,x,x,,x,x,,,,,,,,
1920x1440@60_CVR,Null,*CVR1960,CVR1960,1,0,0,Null,Null,Null,Null,0,Null,Null,2080,1920,48,32,+,prog,59.97,1481,1440,3,4,-,184.75,|,,x,x,,x,x,,,,,,,,
1920x1440@60_CVT,Null,*CVT1960,CVT1960,1,0,0,Null,Null,Null,Null,0,Null,Null,2608,1920,136,208,-,prog,59.97,1493,1440,3,4,+,233.5,|,,x,x,,x,x,,,,,,,,
1920x1440@60_DMT,Null,DMT1960,DMT1960,1,0,0,09/17/98,49,D140,Null,0,Null,Null,2600,1920,128,208,-,prog,60,1500,1440,1,3,+,234,|,,x,x,,x,x,,,,,,,,
1920x1440@75_CVT,Null,*CVT1975,CVT1975,1,0,0,Null,Null,Null,Null,0,Null,Null,2640,1920,152,208,-,prog,74.95,1506,1440,3,4,+,298,|,,x,x,,x,x,,,,,,,,
1920x1440@75_DMT,Null,DMT1975,DMT1975,1,0,0,09/17/98,4A,D14F,Null,0,Null,Null,2640,1920,144,224,-,prog,75,1500,1440,1,3,+,297,|,,x,x,,x,x,,,,,,,,
1920x1440@120_CVR,Null,Null,Null,1,2,1,2005/1/7,4B,Null,Null,0,Null,Null,2080,1920,48,32,+,prog,119.96,1525,1440,3,4,-,380.5,|,,,,,x,x,,,,,,,,
2048x1152@50_CVT,Null,*CVT2050H,CVT2050H,1,0,0,Null,Null,Null,Null,0,Null,Null,2720,2048,120,216,-,prog,49.98,1188,1152,3,5,+,161.5,|,,x,x,,x,x,,x,x,x,x,,,
2048x1152@60_CVR,Null,*CVR2060H,CVR2060H,1,0,0,Null,Null,Null,Null,0,Null,Null,2208,2048,48,32,+,prog,59.91,1185,1152,3,5,-,156.7503,|,x,x,x,x,x,x,,,,,,,,
2048x1152@60_CVT,Null,*CVT2060H,CVT2060H,1,0,0,Null,Null,Null,Null,0,Null,Null,2752,2048,136,216,-,prog,59.9,1195,1152,3,5,+,196.9992,|,,x,x,,x,x,,,,,,,,
2048x1152@60_DMR,Null,*DMR2060H,DMR2060H,1,0,0,Null,Null,Null,Null,0,Null,Null,2250,2048,26,80,+,prog,60,1200,1152,1,3,+,162,|,,x,x,,x,x,,,,,,,,
2048x1152@75_CVT,Null,*CVT2075H,CVT2075H,1,0,0,Null,Null,Null,Null,0,Null,Null,2784,2048,152,216,-,prog,75.01,1205,1152,3,5,+,251.6402,|,,x,x,,x,x,,x,x,x,x,,,
2048x1152@85_CVT,Null,*CVT2085H,CVT2085H,1,0,0,Null,Null,Null,Null,0,Null,Null,2800,2048,152,224,-,prog,84.94,1212,1152,3,5,+,288.2488,|,,x,x,,x,x,,x,x,x,x,,,
2048x1280@50_CVT,Null,*CVT2050D,CVT2050D,1,0,0,Null,Null,Null,Null,0,Null,Null,2736,2048,128,216,-,prog,49.91,1320,1280,3,6,+,180.2504,|,,x,x,,x,x,,x,x,x,x,,,
2048x1280@60,Null,2048x1280_60Hz,2048x128,1,0,0,Null,Null,Null,Null,0,Null,Null,2784,2048,18,28,-,prog,60,1325,1280,1,3,-,221.328,|,,x,x,,x,x,,,,,,,,
2048x1280@60_CVR,Null,*CVR2060D,CVR2060D,1,0,0,Null,Null,Null,Null,0,Null,Null,2208,2048,48,32,+,prog,59.92,1317,1280,3,6,-,174.2509,|,,x,x,,x,x,,,,,,,,
2048x1280@60_CVT,Null,*CVT2060D,CVT2060D,1,0,0,Null,Null,Null,Null,0,Null,Null,2768,2048,144,216,-,prog,59.96,1327,1280,3,6,+,220.2498,|,,x,x,,x,x,,,,,,,,
2048x1280@75_CVT,Null,*CVT2075D,CVT2075D,1,0,0,Null,Null,Null,Null,0,Null,Null,2800,2048,152,224,-,prog,74.95,1339,1280,3,6,+,280.9996,|,,x,x,,x,x,,x,x,x,x,,,
2048x1536@50_CVT,Null,*CVT2050,CVT2050,1,0,0,Null,Null,Null,Null,0,Null,Null,2768,2048,144,216,-,prog,49.98,1583,1536,3,4,+,219,|,,x,x,,x,x,,x,x,x,x,,,
2048x1536@60_CVR,Null,*CVR2060,CVR2060,1,0,0,Null,Null,Null,Null,0,Null,Null,2208,2048,48,32,+,prog,59.98,1580,1536,3,4,-,209.25,|,,x,x,,x,x,,,,,,,,
2048x1536@60_CVT,Null,*CVT2060,CVT2060,1,0,0,Null,Null,Null,Null,0,Null,Null,2800,2048,152,224,-,prog,59.95,1592,1536,3,4,+,267.25,|,,x,x,,x,x,,,,,,,,
2048x1536@60_DMT,Null,*DMT2060,DMT2060,1,0,0,Null,Null,Null,Null,0,Null,Null,2504,2048,48,216,+,prog,60,1597,1536,1,3,+,239.933,|,,x,x,,x,x,,x,x,x,x,,,
2128x1200@50_CVT,Null,*CVT2150H,CVT2150H,1,0,0,Null,Null,Null,Null,0,Null,Null,2832,2128,128,224,-,prog,49.91,1238,1200,3,5,+,175,|,,x,x,,x,x,,x,x,x,x,,,
2128x1200@60_CVR,Null,*CVR2160H,CVR2160H,1,0,0,Null,Null,Null,Null,0,Null,Null,2288,2128,48,32,+,prog,59.99,1235,1200,3,5,-,169.5,|,,x,x,,x,x,,,,,,,,
2128x1200@60_CVT,Null,*CVT2160H,CVT2160H,1,0,0,Null,Null,Null,Null,0,Null,Null,2864,2128,144,224,-,prog,59.52,1254,1200,3,5,+,213.75,|,,x,x,,x,x,,x,x,x,x,,,
2128x1200@75_CVT,Null,*CVT2175H,CVT2175H,1,0,0,Null,Null,Null,Null,0,Null,Null,2896,2128,160,224,-,prog,74.98,1255,1200,3,5,+,272.5,|,,x,x,,x,x,,x,x,x,x,,,
2304x1440@50_CVT,Null,*CVT2350D,CVT2350D,1,0,0,Null,Null,Null,Null,0,Null,Null,3104,2304,152,248,-,prog,49.99,1484,1440,3,6,+,230.25,|,,x,x,,x,x,,x,x,x,x,,,
2304x1440@60_CVR,Null,*CVR2360D,CVR2360D,1,0,0,Null,Null,Null,Null,0,Null,Null,2464,2304,48,32,+,prog,59.95,1481,1440,3,6,-,218.75,|,,x,x,,x,x,,x,x,x,x,,,
2304x1440@60_CVT,Null,*CVT2360D,CVT2360D,1,0,0,Null,Null,Null,Null,0,Null,Null,3136,2304,168,248,-,prog,59.96,1493,1440,3,6,+,280.75,|,,x,x,,x,x,,x,x,x,x,,,
2456x1536@50_CVT,Null,*CVT2450D,CVT2450D,1,0,0,Null,Null,Null,Null,0,Null,Null,3320,2456,168,264,-,prog,49.95,1583,1536,3,6,+,262.5,|,,x,x,,x,x,,x,x,x,x,,,
2456x1536@60_CVR,Null,*CVR2460D,CVR2460D,1,0,0,Null,Null,Null,Null,0,Null,Null,2616,2456,48,32,+,prog,59.94,1580,1536,3,6,-,247.75,|,,x,x,,x,x,,x,x,x,x,,,
2560x1080p@23,Null,1080p23B,VIC086a,1,0,0,Null,Null,Null,Null,86,Null,Null,3750,2560,998,44,+,prog,23.98,1100,1080,4,5,+,98.9011,|,x,x,x,x,x,x,,,,,,,,
2560x1080p@24,Null,1080p24B,VIC086b,1,0,0,Null,Null,Null,Null,86,Null,Null,3750,2560,998,44,+,prog,24,1100,1080,4,5,+,99,|,x,x,x,x,x,x,,,,,,,,
2560x1080p@25,Null,1080p25B,VIC087,1,0,0,Null,Null,Null,Null,87,Null,Null,3200,2560,448,44,+,prog,25,1125,1080,4,5,+,90,|,x,x,x,x,x,x,,,,,,,,
2560x1080p@29,Null,1080p29B,VIC088a,1,0,0,Null,Null,Null,Null,88,Null,Null,3520,2560,768,44,+,prog,29.97,1125,1080,4,5,+,118.6813,|,x,x,x,x,x,x,,,,,,,,
2560x1080p@30,Null,1080p30B,VIC088b,1,0,0,Null,Null,Null,Null,88,Null,Null,3520,2560,768,44,+,prog,30,1125,1080,4,5,+,118.8,|,x,x,x,x,x,x,,,,,,,,
2560x1080p@50,Null,1080p50B,VIC089,1,0,0,Null,Null,Null,Null,89,Null,Null,3300,2560,548,44,+,prog,50,1125,2560,4,5,+,185.625,|,,x,x,,x,x,,x,x,x,x,,,
2560x1080p@59,Null,1080p59B,VIC090a,1,0,0,Null,Null,Null,Null,90,Null,Null,3000,2560,248,44,+,prog,59.94,1100,2560,4,5,+,197.8022,|,,x,x,,x,x,,,,,,,,
2560x1080p@60,Null,1080p60B,VIC090b,1,0,0,Null,Null,Null,Null,90,Null,Null,3000,2560,248,44,+,prog,60,1100,2560,4,5,+,198,|,,x,x,,x,x,,x,x,x,x,,,
2560x1080p@100,Null,1080p100B,VIC091,1,0,0,Null,Null,Null,Null,91,Null,Null,2970,2560,218,44,+,prog,100,1250,1080,4,5,+,371.25,|,,,,,x,x,,,,,,,,
2560x1080p@119,Null,1080p119B,VIC092a,1,0,0,Null,Null,Null,Null,92,Null,Null,3300,2560,548,44,+,prog,119.88,1250,1080,4,5,+,494.5055,|,,,,,x,x,,,,,,,,
2560x1080p@120,Null,1080p120B,VIC092b,1,0,0,Null,Null,Null,Null,92,Null,Null,3300,2560,548,44,+,prog,120,1250,1080,4,5,+,495,|,,,,,x,x,,,,,,,,
2560x1440@50_CVT,Null,*CVT2550H,CVT2550H,1,0,0,Null,Null,Null,Null,0,Null,Null,3456,2560,176,272,-,prog,49.96,1484,1440,3,5,+,256.25,|,,x,x,,x,x,,x,x,x,x,,,
2560x1440@60_CVR,Null,*CVR2560H,CVR2560H,1,0,0,Null,Null,Null,Null,0,Null,Null,2720,2560,48,32,+,prog,59.95,1481,1440,3,5,-,241.5,|,,x,x,,x,x,,x,x,x,x,,,
2560x1536@60_CVR,Null,*CVR2560E,CVR2560E,1,0,0,Null,Null,Null,Null,0,Null,Null,2720,2560,48,32,+,prog,59.98,1580,1536,3,7,-,257.75,|,,x,x,,x,x,,x,x,x,x,,,
2560x1600@50_CVT,Null,*CVT2550D,CVT2550D,1,0,0,Null,Null,Null,Null,0,Null,Null,3472,2560,184,272,-,prog,49.95,1649,1600,3,6,+,285.9991,|,,x,x,,x,x,,x,x,x,x,,,
2560x1600@60_CVR,Null,*CVR2560D,CVR2560D,1,1,1,2005/1/7,4C,Null,1F3821,0,Null,Null,2720,2560,48,32,+,prog,59.97,1646,1600,3,6,-,268.4994,|,,x,x,,x,x,,x,x,x,x,,,
2560x1600@60_CVT,Null,Null,Null,1,1,0,2005/1/7,4D,Null,1F3828,0,Null,Null,3504,2560,192,280,-,prog,59.99,1658,1600,3,6,+,348.5,|,,,,,x,x,,,,,,,,
2560x1600@75_CVT,Null,Null,Null,1,1,0,2005/1/7,4E,Null,1F3844,0,Null,Null,3536,2560,208,280,-,prog,74.97,1672,1600,3,6,+,443.25,|,,,,,x,x,,,,,,,,
2560x1600@85_CVT,Null,Null,Null,1,1,0,2005/1/7,4F,Null,1F3862,0,Null,Null,3536,2560,208,280,-,prog,84.95,1682,1600,3,6,+,505.25,|,,,,,x,x,,,,,,,,
2560x1600@120_CVT,Null,Null,Null,1,2,1,2005/1/7,50,Null,Null,0,Null,Null,2720,2560,48,32,+,prog,119.96,1694,1600,3,6,-,552.75,|,,,,,x,x,,,,,,,,
2560x2048@60_CVR,Null,CVR2560G,CVR2560G,1,0,0,Null,Null,Null,Null,0,Null,Null,2720,2560,48,32,+,prog,60,2107,2048,3,7,-,343.75,|,,,,,x,x,,,,,,,,
2560x2048@60_CVR2,Null,C2R2560G,C2R2560G,1,0,0,Null,Null,Null,Null,0,Null,Null,2640,2560,8,32,+,prog,60,2107,2048,45,8,-,333.7488,|,,,,,x,x,,,,,,,,
2560x2048@60_CVT,Null,CVT2560G,CVT2560G,1,0,0,Null,Null,Null,Null,0,Null,Null,3536,2560,208,280,-,prog,59.97,2121,2048,3,7,+,449.75,|,,,,,x,x,,,,,,,,
2728x1536@50_CVT,Null,*CVT2750H,CVT2750H,1,0,0,Null,Null,Null,Null,0,Null,Null,3688,2728,192,288,-,prog,49.97,1583,1536,3,5,+,291.75,|,,x,x,,x,x,,x,x,x,x,,,
2728x1536@60_CVR,Null,*CVR2760H,CVR2760H,1,0,0,Null,Null,Null,Null,0,Null,Null,2888,2728,48,32,+,prog,59.99,1580,1536,3,5,-,273.75,|,,x,x,,x,x,,x,x,x,x,,,
2880x240p@59_4:3,Null,*240p4x_1,VIC012a,1,0,0,Null,Null,Null,Null,12,Null,4:03,3432,2880,76,248,-,prog,60.05,262,240,4,3,-,54,|,x,x,x,x,x,x,,,,,,,,
2880x240p@60_4:3,Null,*240p4x_2,VIC012b,1,0,0,Null,Null,Null,Null,12,Null,4:03,3432,2880,76,248,-,prog,60.12,262,240,4,3,-,54.054,|,x,x,x,x,x,x,,,,,,,,
2880x240p@59_16:9,Null,*240p4xS1,VIC013a,1,0,0,Null,Null,Null,Null,13,Null,16:09,3432,2880,76,248,-,prog,60.05,262,240,4,3,-,54,|,x,x,x,x,x,x,,,,,,,,
2880x240p@60_16:9,Null,*240p4xS2,VIC013b,1,0,0,Null,Null,Null,Null,13,Null,16:09,3432,2880,76,248,-,prog,60.12,262,240,4,3,-,54.054,|,x,x,x,x,x,x,,,,,,,,
2880x288p@50_4:3,Null,*288p4x_1,VIC027,1,0,0,Null,Null,Null,Null,27,Null,4:03,3456,2880,48,252,-,prog,50.08,312,288,2,3,-,54,|,x,x,x,x,x,x,,,,,,,,
2880x288p@50_16:9,Null,*288p4xS1,VIC028,1,0,0,Null,Null,Null,Null,28,Null,16:09,3456,2880,48,252,-,prog,50.08,312,288,2,3,-,54,|,x,x,x,x,x,x,,,,,,,,
2880x480i@59_4:3,2880x240,*480i4x29,VIC010a,1,0,0,Null,Null,Null,Null,10,Null,4:03,3432,2880,76,248,-,int,29.96,262,480,4,3,-,54,|,x,x,x,x,x,x,,,,,,,,
2880x480i@60_4:3,2880x240,*480i4x30,VIC010b,1,0,0,Null,Null,Null,Null,10,Null,4:03,3432,2880,76,248,-,int,30,262,480,4,3,-,54.054,|,x,x,x,x,x,x,,,,,,,,
2880x480i@59_16:9,2880x240,*480i4xS1,VIC011a,1,0,0,Null,Null,Null,Null,11,Null,16:09,3432,2880,76,248,-,int,29.96,262,480,4,3,-,54,|,x,x,x,x,x,x,,,,,,,,
2880x480i@60_16:9,2880x240,*480i4xS2,VIC011b,1,0,0,Null,Null,Null,Null,11,Null,16:09,3432,2880,76,248,-,int,30,262,480,4,3,-,54.054,|,x,x,x,x,x,x,,,,,,,,
2880x480p@60_4:3,Null,*480p4x59,VIC035,1,0,0,Null,Null,Null,Null,35,Null,4:03,3432,2880,64,248,-,prog,59.94,525,480,9,6,-,108,|,x,x,x,x,x,x,,,,,,,,
2880x480p@60_16:9,Null,*480p4x60,VIC036,1,0,0,Null,Null,Null,Null,36,Null,16:09,3432,2880,64,248,-,prog,60,525,480,9,6,-,108.108,|,x,x,x,x,x,x,,,,,,,,
2880x576i@50_4:3,2880x288,*576i4x25,VIC025,1,0,0,Null,Null,Null,Null,25,Null,4:03,3456,2880,48,252,-,int,25,312,576,2,3,-,54,|,x,x,x,x,x,x,,,,,,,,
2880x576i@50_16:9,2880x288,*576i4xSH,VIC026,1,0,0,Null,Null,Null,Null,26,Null,16:09,3456,2880,48,252,-,int,25,312,576,2,3,-,54,|,x,x,x,x,x,x,,,,,,,,
2880x576p@50_4:3,Null,*576p4x50,VIC037,1,0,0,Null,Null,Null,Null,37,Null,4:03,3456,2880,48,256,-,prog,50,625,576,5,5,-,108,|,x,x,x,x,x,x,,,,,,,,
2880x576p@50_16:9,Null,*576p4xSH,VIC038,1,0,0,Null,Null,Null,Null,38,Null,16:09,3456,2880,48,256,-,prog,50,625,576,5,5,-,108,|,x,x,x,x,x,x,,,,,,,,
3840x2160@60_CVR,Null,CVR3860H,CVR3860H,1,0,0,Null,Null,Null,Null,0,Null,Null,4000,3840,48,32,+,prog,60,2222,2160,3,5,-,533.25,|,,x,,x,x,x,,x,x,x,x,,,
3840x2160@60_C2R,Null,C2R3860H,C2R3860H,1,0,0,Null,Null,Null,Null,0,Null,Null,3920,3840,8,32,+,prog,60,2222,2160,48,8,-,522.6144,|,,,,x,x,x,,,,,,,,
3840x2160p@23_16:9,Null,2160p23,Null,0,0,0,Null,Null,Null,Null,93,3,16:09,5500,3840,1276,88,+,prog,23.98,2250,2160,8,10,+,296.7033,|,,x,x,,x,x,,x,x,x,x,,,
3840x2160p@24_16:9,Null,2160p24,VIC093b,0,0,0,Null,Null,Null,Null,93,3,16:09,5500,3840,1276,88,+,prog,24,2250,2160,8,10,+,297,|,,x,x,,x,x,,x,x,x,x,,x,x
3840x2160p@25_16:9,Null,2160p25,VIC094,0,0,0,Null,Null,Null,Null,94,2,16:09,5280,3840,1056,88,+,prog,25,2250,2160,8,10,+,297,|,,x,x,,x,x,,x,x,x,x,,x,x
3840x2160p@29_16:9,Null,2160p29,VIC095a,1,0,0,Null,Null,Null,Null,95,1,16:09,4400,3840,176,88,+,prog,29.97,2250,2160,8,10,+,296.7033,|,,x,x,,x,x,,,,,,,,
3840x2160p@30_16:9,Null,2160p30,VIC095b,1,0,0,Null,Null,Null,Null,95,1,16:09,4400,3840,176,88,+,prog,30,2250,2160,8,10,+,297,|,,x,x,,x,x,,x,x,x,x,,x,x
3840x2160p@50_16:9,Null,2160p50,VIC096,0,0,0,Null,Null,Null,Null,96,Null,16:09,5280,3840,1056,88,+,prog,50,2250,2160,8,10,+,594,|,,x,x,,x,x,,x,x,x,x,,,
3840x2160p@59_16:9,Null,2160p59,VIC097a,1,0,0,Null,Null,Null,Null,97,Null,16:09,4400,3840,176,88,+,prog,59.94,2250,2160,8,10,+,593.4066,|,,x,x,,x,x,,,,,,,,
3840x2160p@60_16:9,Null,2160p60,VIC097b,1,0,0,Null,Null,Null,Null,97,Null,16:09,4400,3840,176,88,+,prog,60,2250,2160,8,10,+,594,|,,x,x,,x,x,,x,x,x,x,,x,x
3840x2160p@23_64:27,Null,2160p23SB,Null,0,0,0,Null,Null,Null,Null,103,Null,Null,5500,3840,1276,88,+,prog,23.98,2250,2160,8,10,+,296.7033,|,,x,x,,x,x,,,,,,,,
3840x2160p@24_64:27,Null,2160p24SB,VIC103b,0,0,0,Null,Null,Null,Null,103,Null,Null,5500,3840,1276,88,+,prog,24,2250,2160,8,10,+,297,|,,x,x,,x,x,,,,,,,,
3840x2160p@25_64:27,Null,2160p25SB,VIC104,0,0,0,Null,Null,Null,Null,104,Null,Null,5280,3840,1056,88,+,prog,25,2250,2160,8,10,+,297,|,,x,x,,x,x,,,,,,,,
3840x2160p@29_64:27,Null,2160p29SB,VIC105a,1,0,0,Null,Null,Null,Null,105,Null,Null,4400,3840,176,88,+,prog,29.97,2250,2160,8,10,+,296.7033,|,,x,x,,x,x,,,,,,,,
3840x2160p@30_64:27,Null,2160p30SB,VIC105b,1,0,0,Null,Null,Null,Null,105,Null,Null,4400,3840,176,88,+,prog,30,2250,2160,8,10,+,297,|,,x,x,,x,x,,,,,,,,
3840x2160p@50_64:27,Null,2160p50SB,VIC106,0,0,0,Null,Null,Null,Null,106,Null,Null,5280,3840,1056,88,+,prog,50,2250,2160,8,10,+,594,|,,x,x,,x,x,,,,,,,,
3840x2160p@59_64:27,Null,2160p59SB,VIC107a,1,0,0,Null,Null,Null,Null,107,Null,Null,4400,3840,176,88,+,prog,59.94,2250,2160,8,10,+,593.4066,|,,x,x,,x,x,,,,,,,,
3840x2160p@60_64:27,Null,2160p60SB,VIC107b,1,0,0,Null,Null,Null,Null,107,Null,Null,4400,3840,176,88,+,prog,60,2250,2160,8,10,+,594,|,,x,x,,x,x,,,,,,,,
4096x2160p@23,Null,2160p23w,Null,0,0,0,Null,Null,Null,Null,98,4,Null,5500,4096,1020,88,+,prog,23.98,2250,2160,8,10,+,296.7033,|,,x,x,,x,x,,,,,,,,
4096x2160p@24,Null,2160p24w,VIC098b,0,0,0,Null,Null,Null,Null,98,4,Null,5500,4096,1020,88,+,prog,24,2250,2160,8,10,+,297,|,,x,x,,x,x,,x,x,x,x,,x,x
4096x2160p@25,Null,2160p25w,VIC099,0,0,0,Null,Null,Null,Null,99,Null,Null,5280,4096,968,88,+,prog,25,2250,2160,8,10,+,297,|,,x,x,,x,x,,,,,,,x,x
4096x2160p@29,Null,2160p29w,Null,0,0,0,Null,Null,Null,Null,100,Null,Null,4400,4096,88,88,+,prog,29.97,2250,2160,8,10,+,296.7033,|,,x,x,,x,x,,,,,,,,
4096x2160p@30,Null,2160p30w,VIC100b,0,0,0,Null,Null,Null,Null,100,Null,Null,4400,4096,88,88,+,prog,30,2250,2160,8,10,+,297,|,,x,x,,x,x,,x,x,x,x,,x,x
4096x2160p@50,Null,2160p50w,VIC101,0,0,0,Null,Null,Null,Null,101,Null,Null,5280,4096,968,88,+,prog,50,2250,2160,8,10,+,594,|,,x,x,,x,x,,,,,,,,
4096x2160p@59,Null,2160p59w,Null,0,0,0,Null,Null,Null,Null,102,Null,Null,4400,4096,88,88,+,prog,59.94,2250,2160,8,10,+,593.4066,|,,x,x,,x,x,,,,,,,,
4096x2160p@60,Null,2160p60w,VIC102b,0,0,0,Null,Null,Null,Null,102,Null,Null,4400,4096,88,88,+,prog,60,2250,2160,8,10,+,594,|,,x,x,,x,x,,x,x,x,x,,x,x
